##[group]==END_FILE==, 0.4755682805191549, , , , 4392907, False, 
##[group]GITHUB_TOKEN Permissions, 11.362875578312924, , , , 2584859, False, 
##[group]Checking docker version, 0.5766911490406306, , , , 47137, False, 
##[group]Create local container network, 0.5863226988993664, , , , 65822, False, 
##[group]Starting job container, 25.66574392852638, , , , 3405402, False, 
##[group]Run actions/checkout@v4.1.1, 2.8280701310177943, , , , 345611, False, 
##[group]Run actions/checkout@v4.1.1__dup_7, 1.952800936356348, , , , 270561, True, ##[error]Input required and not supplied: token
##[group]Run ./scripts/ci/ci_setup.sh, 2.0105902355087646, , , , 156345, True, ##[error]Input required and not supplied: token
##[group]Run actions/upload-artifact@v4.3.2, 5.19502771129979, , , , 489370, True, ##[error]Process completed with exit code 127.
##[group]Run ./gradlew --stacktrace :deployment:updateDeploymentState \\, 1.067900191836166, , , , 102539, False, 
##[group]Run ./gradlew --stacktrace :deployment:updateDeploymentSuccess \\, 1.10642639127111, , , , 91566, True, ##[error]Process completed with exit code 127.
##[group]Run actions/upload-artifact@v4.3.2__dup_12, 5.67660520423659, , , , 482497, True, ##[error]Process completed with exit code 127.
##[group]Run actions/upload-artifact@v4.3.2__dup_13, 4.714652060846519, , , , 468317, False, 
##[group]Run actions/upload-artifact@v4.3.2__dup_14, 4.90728305802124, , , , 465041, False, 
##[group]Run actions/upload-artifact@v4.3.2__dup_15, 6.350813694348109, , , , 473527, False, 
##[group]Run actions/upload-artifact@v4.3.2__dup_16, 31.01604466006846, , , , 2237608, False, 
